N,P,K,temperature,humidity,ph,rainfall,label,Year before price(/quintal),Current price(/quintal),Percentage increase in price,recomandation
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton,5472,7989,45.99780702,cotton
100,48,17,23.7805123,83.03878838,7.827877818,66.26555904,cotton,5026,5597,11.3609232,cotton
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton,5121,6728,31.38058973,cotton
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton,5600,7345,31.16071429,cotton
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton,5108,6142,20.24275646,cotton
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton,5445,5862,7.658402204,cotton
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton,5304,7625,43.75942685,cotton
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton,5550,6727,21.20720721,cotton
112,54,15,25.46228792,81.56641891,6.175492306,76.88582484,cotton,5954,7998,34.32986228,cotton
105,56,15,25.96779712,81.97904282,7.272316209,74.14169043,cotton,5214,5486,5.216724204,cotton
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton,5611,7338,30.7788273,cotton
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton,5964,6359,6.623071764,cotton
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton,5387,6067,12.62298125,cotton
121,53,19,23.51308653,76.72621429,7.976889498,80.11272117,cotton,5600,6399,14.26785714,cotton
108,60,17,22.75805656,76.75768356,6.558902588,97.76600619,cotton,5503,5169,-6.069416682,No
116,56,17,24.71252544,77.7293114,7.979090365,85.24963302,cotton,5777,5816,0.675090878,No
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton,5555,5202,-6.354635464,No
129,43,16,25.5503704,77.85055621,6.73210948,78.58488484,cotton,5641,6997,24.03829108,cotton
118,44,23,22.08458267,82.82904143,6.691690476,67.06459777,cotton,5411,7093,31.0848272,cotton
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton,5314,6498,22.28076778,cotton
126,37,21,25.84997269,84.16855231,6.61448588,77.03421249,cotton,5303,5529,4.261738639,cotton
120,48,16,22.46054478,75.40989245,7.456971816,71.85436078,cotton,5792,7606,31.31906077,cotton
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton,5069,6423,26.71138292,cotton
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton,5692,6514,14.44132115,cotton
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,cotton,5025,7285,44.97512438,cotton
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton,5704,5371,-5.838008415,No
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,cotton,5015,6895,37.48753739,cotton
113,38,20,22.10718988,78.58320116,6.364729934,74.94136567,cotton,5155,6663,29.25315228,cotton
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton,5142,7376,43.44612991,cotton
110,39,18,24.54795322,75.39752705,7.766259769,63.88079866,cotton,5889,6813,15.69026999,cotton
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton,5967,7011,17.49622926,cotton
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton,5601,6694,19.51437243,cotton
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute,4516,4782,5.890168291,jute
60,37,39,26.59104992,82.94164078,6.033485257,161.2469997,jute,4401,4846,10.11133833,jute
63,41,45,25.29781791,86.8870535,7.121933579,196.6249511,jute,3959,4785,20.86385451,jute
86,40,39,25.72100868,88.16513579,6.207459637,175.6086697,jute,4383,4794,9.377138946,jute
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute,4643,4993,7.538229593,jute
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute,4226,4915,16.30383341,jute
63,37,43,23.41798979,85.08640476,6.661957897,185.7446728,jute,4400,4977,13.11363636,jute
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute,4037,4880,20.88184295,jute
67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute,4086,4751,16.27508566,jute
74,40,40,25.13842773,83.12053888,6.386259978,169.3388465,jute,4587,4978,8.524089819,jute
89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute,4026,4917,22.13114754,jute
74,46,45,25.75734909,88.36668522,6.025028997,189.4263485,jute,4028,4879,21.12711023,jute
89,41,38,23.12844351,74.68322732,6.344751947,199.8362913,jute,3799,4913,29.32350619,jute
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute,4415,4827,9.33182333,jute
67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute,4199,4998,19.02834008,jute
70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute,3921,4942,26.03927569,jute
74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,jute,4363,4864,11.48292459,jute
90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute,4468,4999,11.88451209,jute
82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute,3882,4982,28.33590933,jute
73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute,4673,4806,2.846137385,No
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute,4638,4975,7.266062958,jute
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute,4445,4851,9.133858268,jute
84,55,38,26.8748389,79.78725152,6.956682743,173.1017097,jute,4537,4857,7.053118801,jute
80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute,4284,4792,11.85807656,jute
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute,3713,4894,31.80716402,jute
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute,4533,4751,4.809177145,jute
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute,4112,4951,20.4036965,jute
76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute,4590,4861,5.904139434,jute
69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute,4345,4782,10.0575374,jute
82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,jute,4758,4821,1.32408575,No
69,57,35,24.30748599,78.54340987,6.186814392,186.2337571,jute,3875,4984,28.61935484,jute
81,36,38,23.76554749,87.98329901,6.334837865,150.3166152,jute,4381,4907,12.00639123,jute
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute,4625,4985,7.783783784,jute
72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute,4059,4915,21.08893816,jute
65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute,4683,4823,2.989536622,No
78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute,4080,4985,22.18137255,jute
77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,jute,4654,4839,3.975075204,No
89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute,4090,4978,21.71149144,jute
62,49,37,24.21744605,82.85284045,7.479248124,166.1365886,jute,4750,4824,1.557894737,No
90,48,45,24.06475727,71.31342851,6.509174789,153.6390212,jute,4676,4981,6.522668948,jute
66,47,36,24.85441411,74.4407048,6.57256106,175.572958,jute,4607,4985,8.204905578,jute
80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,jute,4634,4781,3.172205438,No
89,52,45,24.89326318,77.01222585,7.207457208,196.469984,jute,4683,4947,5.637411915,jute
77,51,44,23.25583402,82.7015932,7.124333547,166.2160846,jute,4406,4858,10.25873808,jute
94,37,41,24.7634518,87.06071115,6.463538707,179.1630865,jute,3912,4802,22.75051125,jute
75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute,4414,4937,11.84866334,jute
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute,3794,4891,28.91407486,jute
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute,4500,4890,8.666666667,jute
84,40,42,26.2830571,73.35763537,6.704273839,186.6898282,jute,4405,4800,8.96708286,jute
100,56,40,26.38905406,83.31240346,7.433313409,176.1516409,jute,3874,4914,26.84563758,jute
75,56,44,25.2746335,73.7459581,6.109478059,168.0432282,jute,4538,4815,6.104010577,jute
78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,jute,4060,4795,18.10344828,jute
82,48,36,25.79351957,81.76904006,6.352076783,193.2418382,jute,4671,4841,3.639477628,No
100,58,41,23.17403323,87.88255345,6.658769991,160.6217342,jute,4468,4782,7.02775291,jute
88,50,40,25.63215038,79.95150917,7.051822472,182.2582277,jute,3980,4910,23.36683417,jute
67,41,40,25.848795,87.81661683,7.333143205,152.6194403,jute,4080,4918,20.53921569,jute
72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,jute,3797,4956,30.52409797,jute
89,40,43,26.24532085,72.97198375,7.124050134,189.9711184,jute,3778,4888,29.38062467,jute
89,57,43,26.91515043,73.19897535,6.998787171,177.2233048,jute,4109,4953,20.54027744,jute
61,41,44,24.36972377,82.11319791,6.537914958,159.9210934,jute,3872,4767,23.11466942,jute
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute,3788,4914,29.72544879,jute
84,40,43,25.01157559,88.3313023,7.228268228,169.4168014,jute,4018,4984,24.04181185,jute
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute,4762,4939,3.716925661,No
75,36,44,23.28081,74.27607475,6.613341343,153.7447398,jute,4274,4916,15.02105756,jute
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute,4400,4856,10.36363636,jute
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,jute,4354,4882,12.12677997,jute
77,48,36,25.86705009,84.09985284,7.36008498,154.8390847,jute,4307,4791,11.23752032,jute
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute,4771,4995,4.695032488,jute
62,59,41,24.2248758,74.89465426,7.175170657,192.4931257,jute,4171,4789,14.81659075,jute
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute,3719,4918,32.23984942,jute
61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,jute,3909,4784,22.38424149,jute
99,57,38,24.80624984,82.09281674,6.356295568,156.3616174,jute,4467,4957,10.96933065,jute
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute,3946,4971,25.97567157,jute
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute,4272,4814,12.68726592,jute
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute,4557,4991,9.523809524,jute
67,46,44,26.82489244,78.20392774,7.093328631,153.9199807,jute,4300,4992,16.09302326,jute
84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,jute,4732,4808,1.606086221,No
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute,4077,4871,19.47510424,jute
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,jute,4495,4986,10.92324805,jute
64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,jute,4020,4760,18.4079602,jute
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute,4529,4943,9.141090749,jute
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute,3849,4845,25.87685113,jute
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,jute,4502,4810,6.841403821,jute
90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,jute,4525,4782,5.679558011,jute
91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,jute,4051,4876,20.36534189,jute
87,48,38,23.81579631,80.94023552,7.161865733,190.312216,jute,4027,4766,18.35112987,jute
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute,3798,4990,31.38493944,jute
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute,4714,4816,2.163767501,No
82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,jute,4520,4923,8.915929204,jute
71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,jute,4713,4985,5.771270953,jute
80,43,43,23.78756036,74.36794079,6.014572075,172.6442654,jute,4632,4827,4.20984456,jute
77,55,43,25.49941707,75.99987588,6.663559451,193.7141828,jute,3806,4915,29.13820284,jute
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,jute,4566,4778,4.643013579,jute
63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,jute,4579,4839,5.678095654,jute
93,43,38,23.61475336,86.14290267,6.987332927,150.2355238,jute,4435,4893,10.32694476,jute
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute,4308,4964,15.22748375,jute
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute,4575,4856,6.142076503,jute
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute,3932,4890,24.36419125,jute
90,39,43,24.44743944,82.286484,6.7693455,190.9684885,jute,4704,4927,4.740646259,jute
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute,4515,4952,9.678848283,jute
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee,4398,2614,-40.56389268,No
107,21,26,26.45288458,55.32222678,7.235070264,144.6861336,coffee,3158,2994,-5.193160228,No
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,coffee,3502,4001,14.24900057,coffee
108,24,31,24.12832546,56.18107663,6.431899748,147.2757818,coffee,3152,2753,-12.65862944,No
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee,4732,4133,-12.65849535,No
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee,2751,4150,50.85423482,coffee
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,coffee,2309,4853,110.177566,coffee
89,25,34,23.07895447,63.65861483,7.184801627,129.8765443,coffee,4815,3928,-18.42159917,No
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee,3348,3698,10.45400239,coffee
111,32,34,25.46743689,69.35161206,6.392048018,171.3764462,coffee,4483,4237,-5.487396832,No
84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,coffee,4994,3834,-23.22787345,No
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee,4464,4507,0.963261649,No
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee,2409,3616,50.1037775,coffee
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,coffee,2626,4171,58.83472963,coffee
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,coffee,4699,4228,-10.02340924,No
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,coffee,2696,4054,50.37091988,coffee
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee,2436,3894,59.85221675,coffee
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee,4701,4728,0.574345884,No
109,29,28,23.26316991,60.5160021,6.724688503,194.1755471,coffee,4875,4081,-16.28717949,No
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee,4596,3208,-30.20017406,No
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee,4543,4411,-2.905569007,No
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,coffee,4263,3408,-20.05629838,No
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee,2043,3361,64.51297112,coffee
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee,3260,3497,7.26993865,coffee
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee,4038,3318,-17.83060921,No
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee,3931,3132,-20.32561689,No
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee,3622,4687,29.4036444,coffee
98,18,27,27.56088634,68.49299897,6.516312148,167.4358075,coffee,3105,3830,23.34943639,coffee
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee,2619,3897,48.79725086,coffee
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee,2831,4379,54.68032497,coffee
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee,2457,3491,42.08384208,coffee
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee,3572,3333,-6.690929451,No
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee,3453,3911,13.26382855,coffee
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee,2825,4332,53.34513274,coffee
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee,3260,3473,6.533742331,coffee
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee,2914,4105,40.87165408,coffee
84,27,29,23.32293161,53.00366334,7.167092586,168.2644287,coffee,3346,2591,-22.56425583,No
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee,3251,4984,53.30667487,coffee
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee,4620,3167,-31.45021645,No
113,21,33,26.02241444,55.83288958,7.277422738,176.9020924,coffee,4688,3305,-29.50085324,No
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee,4515,3927,-13.02325581,No
80,30,25,26.24092174,65.64381357,7.487266991,148.3771202,coffee,3836,3251,-15.25026069,No
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee,4095,4203,2.637362637,No
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,coffee,3429,3446,0.495771362,No
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee,4026,2641,-34.40139096,No
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee,4122,2879,-30.15526443,No
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee,2313,3995,72.71941202,coffee
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee,2173,4040,85.9180856,coffee
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee,2511,4540,80.80446037,coffee
82,29,35,26.67377159,52.24226285,6.246872394,156.1543898,coffee,4265,2908,-31.81711606,No
103,33,25,27.10210397,55.7497332,6.911066044,139.5013171,coffee,4801,2879,-40.03332639,No
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee,2382,4451,86.8597817,coffee
99,19,33,27.5364547,55.51673151,6.273741983,130.6377143,coffee,4466,4224,-5.418719212,No
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,coffee,2543,4727,85.88281557,coffee
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee,3314,4587,38.41279421,coffee
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,coffee,3525,2659,-24.56737589,No
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee,3233,4642,43.58181256,coffee
115,31,30,24.22984659,67.37768353,6.840927967,122.4073418,coffee,4862,3294,-32.25010284,No
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee,4137,3671,-11.26420111,No
82,24,26,24.31274458,53.57285558,6.089443603,184.4103931,coffee,3586,4344,21.13775795,coffee
94,26,27,26.36629861,52.25738495,7.456460375,177.3176161,coffee,4087,3435,-15.95302178,No
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee,3454,2615,-24.29067748,No
118,40,35,26.35034208,58.50650238,7.460174812,121.5586297,coffee,4764,4938,3.652392947,No
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee,2824,3543,25.46033994,coffee
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee,4163,2811,-32.47657939,No
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee,2163,3335,54.1840037,coffee
99,40,32,24.18471151,69.94807345,7.045543056,163.2708732,coffee,4357,3869,-11.20036723,No
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,coffee,4837,4951,2.356832748,No
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee,3719,2768,-25.57139016,No
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee,2990,3494,16.85618729,coffee
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee,4681,4165,-11.02328562,No
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee,4428,2989,-32.49774164,No
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee,4573,4883,6.778919746,coffee
119,30,28,26.35770906,64.57578034,6.505203696,163.6269496,coffee,4156,3948,-5.00481232,No
